,COMPANY,COMPANY_CODE,PROJECT_NAME,PROJECT_NUMBER,ASSOCIATE_TYPE,ASSOCIATE_COMPANY(AC),AC_CODE,AC_COUNTRY,AC_ADDRESS,AC_PINCODE,AC_CITY,AC_STATE,AC_TEL_NO,AC_FAX,AC_EMAIL,AC_WEBSITE
23710,National Highways Authority Of India,155597,Amritsar-Bhatinda (NH-15) Four Laning Highway Project,973,Contractor,Brahmaputra Infrastructure Ltd.,38163,India,"Registered Office:Brahmaputra House, A-7, Mahipalpur, (N H 8-Mahipalpur Crossing),",110037,New Delhi,NCT of Delhi,91-11-42290200,91-11-41687880,cs@brahmaputragroup.com,www.brahmaputragroup.com
23711,National Highways Authority Of India,155597,Amritsar-Bhikhiwind-Khemkaran Two Laning Road project,1761,Contractor,Inderjit Mehta Constructions Pvt. Ltd.,320786,India,"Registered Office:#13219/6, Gali No.9/1, Shiv Colony, Namdev Road,",151001,Bathinda,Punjab,,,shashibjindal@yahoo.com,
23712,National Highways Authority Of India,155597,Amritsar-Bhikhiwind-Khemkaran Two Laning Road project,1761,Contractor,Ceigall India Ltd.,353351,India,"Registered Office:A-898, Tagore Nagar, Opp. K V M School,",141001,Ludhiana,Punjab,91-161-4623666,,info@ceigall.com,www.ceigall.com
23713,National Highways Authority Of India,155597,Amritsar-Ghoman-Tanda-Una (NH-503A) Four Lane Highway Project,1765,Contractor,Chetak Enterprises Ltd.,379365,India,"Registered Office:Petch Area, Opposite Dak Bunglow, Circuit House Road,",312601,Nimbahera,Rajasthan,91-1477-220066,91-1477-223125,chetak_nbh@hotmail.com,www.chetakenterprises.com/
23714,National Highways Authority Of India,155597,Amritsar-Ghoman-Tanda-Una (NH-503A) Four Lane Highway Project,1765,Contractor,Megha Engineering & Infrastructures Ltd.,379812,India,"Head Office:S-2, Technocrat Industrial Estate, Balanagar,",500037,Hyderabad,Telangana,91-40-44336700,91-40-44336800,info@meil.in,www.meil.in
23715,National Highways Authority Of India,155597,Amritsar-Wagha Border (NH-1) Highway Project,464,Contractor,I D F C Ltd.,100709,India,"Corporate Office:906/907, 9th Floor, Embassy Centre, Jamnalal Bajaj Road, Nariman Point,",400021,Mumbai,Maharashtra,91-22-22821549,91-22-24215052,info@idfc.com,www.idfc.com
23716,National Highways Authority Of India,155597,Amritsar-Wagha Border (NH-1) Highway Project,464,Contractor,Rohan Builders (india) Pvt. Ltd.,199144,India,"Registered Office:1, Modibaug Commercial Building, CTS No 2254, Ganeshkhind Road, Road, Shivaji Nagar,",411016,Pune,Maharashtra,91-20-71017301,,rohanpn@rohanbuilders.com,www.rohanbuilders.com
23717,National Highways Authority Of India,155597,Amritsar-Wagha Border (NH-1) Highway Project,464,Contractor,Rajdeep Buildcon Pvt. Ltd.,355389,India,"Registered Office:Rajdeep House, Opp. Swastik Apartments, Savedi Naka, Savedi,",414003,Ahmadnagar,Maharashtra,91-241-2424072,91-241-2424101,info@rajdeepgroup.com,www.rajdeepgroup.com
23718,National Highways Authority Of India,155597,Anakapalli-Annavaram-Diwancheruvu Four/Six Lane Highway (NH-16) Project,2069,Consultant,Dhruv Consultancy Services Ltd.,511448,India,"Registered Office:501, Pujit Plaza, Palm Beach Road, Sector-11, Opp. K Star Hotel, Near CBD Station, CBD Belapur,",400614,Navi Mumbai,Maharashtra,91-22-27570710,91-22-27570710,cs@dhruvconsultancy.in,www.dhruvconsultancy.in
23719,National Highways Authority Of India,155597,Anakapalli-Annavaram-Diwancheruvu Four/Six Lane Highway (NH-16) Project,2069,Consultant,Arkitechno Consultants (india) Pvt. Ltd.,609224,India,"Registered Office:N - 3/91, Village Nayapally,",751015,Bhubaneswar,Odisha,91-674-2554205,,accounts@arkitechno.com,www.arkitechno.com
23720,National Highways Authority Of India,155597,Anantapur-Muchukota (NH-544D) Four Lane Highway Project (Package-1),2045,Contractor,S R C Infra Developers Pvt. Ltd.,598980,India,"Registered Office:7-272, kakateeya Residency Court Road,",515001,Anantapur,Andhra Pradesh,,,sheema.src1@gmail.com,
23721,National Highways Authority Of India,155597,Anarbansalea village to Sagrampur village Four/Six Lane Greenfield Access Control Expressway Project (Package-7 of Varanasi-Kolkata Expressway),1982,Contractor,G R Infraprojects Ltd.,380699,India,"Corporate Office:2nd Floor, Novus Tower, Plot No. 18, Sector 18,",122015,Gurgaon,Haryana,91-124-6435000,,cs@grinfra.com,www.grinfra.com
23722,National Highways Authority Of India,155597,Anarbansalea village to Sagrampur village Four/Six Lane Greenfield Access Control Expressway Project (Package-7 of Varanasi-Kolkata Expressway),1982,Promoter,National Highways Authority Of India,155597,India,"Head Office:Plot No. G-5 & 6, Sector-10, Dwarka,",110075,New Delhi,NCT of Delhi,91-11-25074100,91-11-25093507,nhaiweb@nhai.org,www.nhai.gov.in
23723,National Highways Authority Of India,155597,Andhra NH-5 Project,68,Contractor,Punj Lloyd Ltd.,183757,India,"Corporate Office:78, Institutional Area, Sector 32,",122001,Gurgaon,Haryana,91-124-2620493,91-124-2620111,investors@punjilloyd.com,www.punjlloyd.com
23724,National Highways Authority Of India,155597,Angamaly-Kundanoor (Ernakulam Bypass) (NH-544&46) Four Lane Bypass Project,1786,Consultant,Louis Berger Group - Usa,536211,USA,,NA,,,,,,
23725,National Highways Authority Of India,155597,Angul-Sambalpur (NH-42) Highway Project,820,Consultant,Stup Consultants Pvt. Ltd.,237364,India,"Registered Office:Unit No. 2702, 27th Floor, Rupa Renaissance, Plot D-33, D-207, Juinagar, MIDC TTC Industrial Area,",400705,Mumbai,Maharashtra,,,mumbai@stupmail.com,www.stupco.com
23726,National Highways Authority Of India,155597,Angul-Sambalpur (NH-42) Highway Project,820,Contractor,Gayatri Projects Ltd.,80013,India,"Corporate Office:B-1, 1st Floor, T S R Towers, 6-3-1090, Rajbhavan Road, Somajiguda,",500082,Hyderabad,Telangana,91-40-23314284,91-40-23398435,gplhyd@gayatri.co.in,www.gayatri.co.in
23727,National Highways Authority Of India,155597,Ankaleshwar-Netrang Highway Project,1302,Consultant,K & J Projects Pvt. Ltd.,539032,India,"Registered Office:Shivam, 16 Nit Layout, Ravinagar,",440033,Nagpur,Maharashtra,91-712-2556402,91-712-2556403,contact@knjprojects.com,www.knjprojects.com
23728,National Highways Authority Of India,155597,Armur-(K)adloor-Yellareddy (NH-7) Four-Laning Highway Project,483,Consultant,C D M Smith India Pvt. Ltd.,390999,India,"Registered Office:No. 103 & 104, First Floor, Brigade Opus, Kodigehalli Main Road, Sanjeevini Nagar,",560092,Bengaluru,Karnataka,91-80-67150300,,sumeshn@cdmsmith.com,www.cdmsmith.com
23729,National Highways Authority Of India,155597,Armur-(K)adloor-Yellareddy (NH-7) Four-Laning Highway Project,483,Contractor,Adani Krishnapatnam Port Ltd.,123565,India,"Registered Office:Adani Corporate House, Shantigram, Near Vaishnodevi Circle, S G Highway Khodiyar,",382421,Ahmedabad,Gujarat,,,cs@krishnapatnamport.com,www.krishnapatnamport.com
23730,National Highways Authority Of India,155597,Armur-(K)adloor-Yellareddy (NH-7) Four-Laning Highway Project,483,Contractor,Navayuga Engineering Co. Ltd.,156086,India,"Corporate Office:Plot No 379, Road No 10, Jubilee Hills,",500033,Hyderabad,Telangana,91-40-23339990,91-40-23337789,nec@navayuga.com,www.necltd.com
23731,National Highways Authority Of India,155597,Aroor to Thuravoor Thekku Six Lane (NH-66) Elevated Corridor Project,2074,Contractor,Ashoka Buildcon Ltd.,22247,India,"Registered Office:S No.861, Ashoka House, Ashoka Marg, Ashoka Nagar,",422011,Nashik,Maharashtra,91-253-6633705,91-253-2236704,investors@ashokabuildcon.com,www.ashokabuildcon.com
23732,National Highways Authority Of India,155597,Arrah-Pararia Four Lane Highway (NH-319) Project (Package 1 of Mohania-Arrah) (Bharatmala),1838,Contractor,Ashoka Buildcon Ltd.,22247,India,"Registered Office:S No.861, Ashoka House, Ashoka Marg, Ashoka Nagar,",422011,Nashik,Maharashtra,91-253-6633705,91-253-2236704,investors@ashokabuildcon.com,www.ashokabuildcon.com
23733,National Highways Authority Of India,155597,Assam/WB Border to Gairkata (WB-1) Highway Project,285,Consultant,Louis Berger Intl. Inc.,287149,USA,"Registered Office:114, M L A Colony, Road No.12, Banjara Hills,",500034,Hyderabad,Telangana,91-40-23305138,,,www.louisberger.com
23734,National Highways Authority Of India,155597,Atmakur-Dornala (NH-340C) Two Lane Highway Project (Kurnool-Dornala),1490,Consultant,L N Malviya Infra Projects Pvt. Ltd.,512280,India,"Registered Office:Plot No. 1, City Centre, T-10, 3rd Floor, M P Nagar, Zone I, Press Complex,",462011,Bhopal,Madhya Pradesh,91-755-4295421,91-755-4295421,hec_bhopal@rediffmail.com,www.lninfra.com
23735,National Highways Authority Of India,155597,Atul-Kajali (NH-8) Highway Project,52,Consultant,Consulting Engineering Services (india) Pvt. Ltd.,50581,India,"Registered Office:2nd Floor, Platinum Tower, Plot No. 184, Udyog Vihar, Phase- 1,",122016,Gurgaon,Haryana,91-124-3317000,91-124-3372999,Bajrang.prasad@jacobs.com,
23736,National Highways Authority Of India,155597,Atul-Kajali (NH-8) Highway Project,52,Consultant,Rites Ltd.,189557,India,"Corporate Office:Shikhar, Rites Bhawan, Plot No.1, Sector-29,",122001,Gurgaon,Haryana,91-124-2571666,91-124-2571660,info@rites.com,www.rites.com
23737,National Highways Authority Of India,155597,Atul-Kajali (NH-8) Highway Project,52,Contractor,Patel Engineering Ltd.,172333,India,"Corporate Office:B-26/1, Aver House, Veera Desai Industrial Road, Off New Link Road, Andheri (West),",400053,Mumbai,Maharashtra,91-22-26767500,,investors@pateleng.com,www.pateleng.com
23738,National Highways Authority Of India,155597,Atul-Kajali (NH-8) Highway Project,52,Contractor,L G Construction Co. Ltd.,348696,Korea Republic (South),,NA,,,,,,
23739,National Highways Authority Of India,155597,Aurad-Bidar (NH-161A) Two Lane Highway Project,1656,Contractor,R M N Infrastructures Ltd.,413951,India,"Head Office:H No.8-2-684/J/3/A, RMN House, 3rd Flr, Bhavani Nagar, Rd No.12, Banjara Hills,",500034,Hyderabad,Telangana,91-40-23322146,91-40-23322147,rmnilbangalore@yahoo.com,www.rmninfra.com
23740,National Highways Authority Of India,155597,Aurangabad-Barwa-Adda(Aurangabad-Barachatti) Highway Project,157,Consultant,S M E C International Pty. Ltd.,203789,Australia,"Registered Office:Chowdhury Bhawan, House No.33, 2nd Floor, Barthakur Mill Road, Ulubari,",781007,Guwahati,Assam,91-361-2460042,91-361-2461482,statutoryinfo.india@smec.com,www.smec.com
23741,National Highways Authority Of India,155597,Aurangabad-Barwa-Adda(Aurangabad-Barachatti) Highway Project,157,Contractor,Gammon India Ltd.,78250,India,"Head Office:Gammon House, Veer Savarkar Marg, Prabhadevi,",400025,Mumbai,Maharashtra,91-22-61153000,91-22-24300221,gammon@gammonindia.com,www.gammonindia.com
23742,National Highways Authority Of India,155597,Aurangabad-Barwa-Adda(Aurangabad-Barachatti) Highway Project,157,Contractor,Oriental Structural Engineers Pvt. Ltd.,165003,India,"Registered Office:Ose Commercial Block, Hotel Aloft, Asset 5B, Aerocity, Hospitality District, I G I  Airport,",110037,New Delhi,NCT of Delhi,91-11-46044604,,info@orientalindia.com,www.orientalindia.com
23743,National Highways Authority Of India,155597,Aurangabad-Bihar/Jharkhand Border (Chordaha) (NH-2) Six Laning Highway Project (Package-I),897,Consultant,C E S Ltd.,216887,India,"Registered Office:7th Floor, Tower A, Ramky Selenium, Nanakramguda, Gachibowli,",500032,Hyderabad,Telangana,91-40-42421122,91-40-66259444,info@cesltd.com,www.cesltd.com
23744,National Highways Authority Of India,155597,Aurangabad-Bihar/Jharkhand Border (Chordaha) (NH-2) Six Laning Highway Project (Package-I),897,Contractor,V R C Constructions (india) Pvt. Ltd.,326267,India,"Registered Office:Plot No.16, VRC Tower, Paschim Vihar Ext., Rohtak Road, Paschim Vihar,",110063,Delhi,NCT of Delhi,,,vrcon@hotmail.com,www.vrccon.co.in
23745,National Highways Authority Of India,155597,Aurangabad-Bihar/Jharkhand Border (Chordaha) (NH-2) Six Laning Highway Project (Package-I),897,Contractor,Barbrik Project Ltd.,380698,India,"Corporate Office:15/198, Bramha Road, Ambikapur,",497001,Surguja,Chhattisgarh,91-7774-220375,91-7774-220475,apur@barbrik.in,
23746,National Highways Authority Of India,155597,Aurangabad-Paithan (NH-752E) Four Lane Highway Project,1866,Contractor,V P Sethi Constructions Pvt. Ltd.,668851,India,,NA,,,,,,
23747,National Highways Authority Of India,155597,Aurangabad-Paithan (NH-752E) Four Lane Highway Project,1866,Contractor,Courage Infra Pvt. Ltd.,668852,India,,NA,,,,,,
23748,National Highways Authority Of India,155597,Aurangabad-Telwadi (NH-52) Four-Laning Highway Project,1006,Contractor,Larsen & Toubro Ltd.,127106,India,"Head Office:L & T House, Ballard Estate,  Post Box 278,",400001,Mumbai,Maharashtra,91-22-67525656,91-22-23420814,Nehal.Shah@larsentoubro.com,www.larsentoubro.com
23749,National Highways Authority Of India,155597,Aurangabad-Telwadi (NH-52) Four-Laning Highway Project,1006,Contractor,Dilip Buildcon Ltd.,386908,India,"Corporate Office:E-5/99, Arera Colony,",462016,Bhopal,Madhya Pradesh,91-755-2461064,91-755-4247574,contactus@dbl.co.in,www.dilipbuildcon.com
23750,National Highways Authority Of India,155597,Aut-Takoli (Tunnel) (NH-21) Highway Project (Package-V of Nerchowk-Kullu stretch),1047,Consultant,Stup Consultants Pvt. Ltd.,237364,India,"Registered Office:Unit No. 2702, 27th Floor, Rupa Renaissance, Plot D-33, D-207, Juinagar, MIDC TTC Industrial Area,",400705,Mumbai,Maharashtra,,,mumbai@stupmail.com,www.stupco.com
23751,National Highways Authority Of India,155597,Aut-Takoli (Tunnel) (NH-21) Highway Project (Package-V of Nerchowk-Kullu stretch),1047,Contractor,Shapoorji Pallonji Pandoh Takoli Highway Pvt. Ltd.,576634,India,"Registered Office:Shapoorji Pallonji Centre 41/44, Minoo Desai Marg, Colaba,",400005,Mumbai,Maharashtra,91-22-67490000,91-22-66338176,secretarial.infra@shapoorji.com,www.shapoorji.in
23752,National Highways Authority Of India,155597,Avathi village-Nandi Hills cross & Devanhalli-Meenukunte (NS-10) Six Lane  Project,957,Consultant,S N C-lavalin Infrastructure Pvt. Ltd.,232230,India,"Registered Office:E-3-5, 2nd Floor, J-Block Local Shopping Complex, Sacket,",NA,New Delhi,Delhi,91-11-6565838,91-11-6866768,,www.snclavalininfra.com
23753,National Highways Authority Of India,155597,Avathi village-Nandi Hills cross & Devanhalli-Meenukunte (NS-10) Six Lane  Project,957,Contractor,Bhagheeratha Engineering Ltd.,33012,India,"Head Office:3rd Flr, Bhagheeratha Residency, Opp. Bank Of Baroda, (Ernakulam North Br.), Banerji Road,",682018,Ernakulam,Kerala,91-484-2397906,91-484-2397983,info@belkochi.com,www.belkochi.com
23754,National Highways Authority Of India,155597,Ayodhya Four Lane Ring Road project,1662,Consultant,Sai Consulting Engineers Pvt. Ltd.,380312,India,"Registered Office:Sai House, Block-A, Satyam Corporate Square, B/h Rajpath Club, Opp. Kishan Bunglows, Bodakdev,",380054,Ahmedabad,Gujarat,91-79-66142600,91-79-66142800,mail@saiindia.com,www.saiindia.com
23755,National Highways Authority Of India,155597,Ayodhya-Gorakhpur (Lucknow-Muzaffarpur) Highway Project,270,Contractor,B S C P L Infrastructure Ltd.,27892,India,"Registered Office:M No. 8-2-502/1/A, Jivi Towers, Road No. 7, Banjara Hills,",500034,Hyderabad,Telangana,,,,
23756,National Highways Authority Of India,155597,Ayodhya-Gorakhpur (Lucknow-Muzaffarpur) Highway Project,270,Contractor,Hindustan Construction Co. Ltd.,93997,India,"Registered Office:Hincon House, 11th Floor, 247 Park, L B S Marg, Vikhroli (West),",400083,Mumbai,Maharashtra,91-22-25751000,91-22-25777568,secretarial@hccindia.com,www.hccindia.com
23757,National Highways Authority Of India,155597,Ayodhya-Gorakhpur (Lucknow-Muzaffarpur) Highway Project,270,Contractor,N C C Ltd.,153366,India,"Corporate Office:Nagarjuna Hills,",500082,Hyderabad,Telangana,91-40-23351753,91-40-23350214,nccho@ncc-ltd.com,www.ncclimited.com
23758,National Highways Authority Of India,155597,Ayodhya-Lucknow (LMNHP) Highway Project,513,Consultant,Lea Associates South Asia Pvt. Ltd.,127666,India,"Registered Office:B 1/E-27, 2nd Floor, Mohan Co-, Operative Industrial Estate, Mathura Road,",110044,New Delhi,NCT of Delhi,91-11-41678150,91-11-41678659,cs@sigmalegal.in,www.lasaindia.com
23759,National Highways Authority Of India,155597,Ayodhya-Lucknow (LMNHP) Highway Project,513,Contractor,Hindustan Construction Co. Ltd.,93997,India,"Registered Office:Hincon House, 11th Floor, 247 Park, L B S Marg, Vikhroli (West),",400083,Mumbai,Maharashtra,91-22-25751000,91-22-25777568,secretarial@hccindia.com,www.hccindia.com
23760,National Highways Authority Of India,155597,Ayodhya-Varanasi (NH-135A) Four Lane Highway Project,1663,Consultant,Holtec Consulting Pvt. Ltd.,94858,India,"Corporate Office:Holtec Centre, A Block, Sushant Lok,",122001,Gurgaon,Haryana,91-124-2385095,91-124-2385114,dkj@holtecnet.com,www.holtecnet.com
23761,National Highways Authority Of India,155597,Azhiyur-Vengalam (NH-66) Six Lane Highway Project,1880,Contractor,Adani Enterprises Ltd.,5747,India,"Registered Office:Adani Corporate House, Shantigram, Near Vaishno Devi Circle,S. G. Highway, Khodiyar,",382421,Ahmedabad,Gujarat,91-79-26565555,,customercare.irm@adani.com,www.adanienterprises.com
23762,National Highways Authority Of India,155597,Badarpur Elevated Highway Project,405,Contractor,Hindustan Construction Co. Ltd.,93997,India,"Registered Office:Hincon House, 11th Floor, 247 Park, L B S Marg, Vikhroli (West),",400083,Mumbai,Maharashtra,91-22-25751000,91-22-25777568,secretarial@hccindia.com,www.hccindia.com
23763,National Highways Authority Of India,155597,Badarpur Elevated Highway Project,405,Promoter,Badarpur Faridabad Tollway Ltd.,384905,India,"Registered Office:Hincon House, 11th Floor, 247 Park, Lal Bahadur Shastri Marg, Vikhroli-W",400083,Mumbai,Maharashtra,91-22-25751000,91-22-25794767,,www.hccinfrastructure.com
23764,National Highways Authority Of India,155597,Baghpat-Ghaziabad Six Lane Expressway Project (Package 2 of Eastern Peripheral Expressway),1122,Contractor,Sadbhav Engineering Ltd.,206660,India,"Head Office:'Sadbhav House', Opp. Law Garden Police Chowki, Ellisbridge,",380006,Ahmedabad,Gujarat,"91-79-26463384,26460047",91-79-26400210,sadbhavad1@sancharnet.in,www.sadbhaveng.com
23765,National Highways Authority Of India,155597,Baghpat-Ghaziabad Six Lane Expressway Project (Package 2 of Eastern Peripheral Expressway),1122,Financial collaborator,Japan International Cooperation Agency,434751,Japan,"Registered Office:2nd Floor, Dr. Gopal Das Bhawan, 28, Barakhamba Road,",110001,New Delhi,NCT of Delhi,91-11-47685500,91-11-4768555,,www.jica.go.jp
